102, 316.665106 70.577878 41. 332. 15.334894 29.577878 16.432154 8.519386;
103, 309.271049 74.697175 41. 332. 22.728951 33.697175 18.720653 12.627195;
104, 301.197234 77.86666 41. 332. 30.802766 36.86666 20.481478 17.112648;
105, 289.316353 82.360947 41. 332. 42.683647 41.360947 22.978304 23.713137;
106, 283.609732 84.82591 41. 332. 48.390268 43.82591 24.347728 26.883482;
107, 278.678169 86.713357 41. 332. 53.321831 45.713357 25.396309 29.62324;
108, 277.16045 87.143299 41. 332. 54.83955 46.143299 25.635166 30.466417;
109, 276.80905 87.251912 41. 332. 55.19095 46.251912 25.695507 30.661639;
110, 277.650651 86.92743 41. 332. 54.349349 45.92743 25.515239 30.194083;
111, 279.045801 86.367049 41. 332. 52.954199 45.367049 25.203916 29.418999;
112, 280.97224 85.696744 41. 332. 51.02776 44.696744 24.831525 28.348755;
113, 283.08506 85.152196 41. 332. 48.91494 44.152196 24.528998 27.174967;
114, 283.888001 84.897835 41. 332. 48.111999 43.897835 24.387686 26.728888;
115, 285.281608 84.30073 41. 332. 46.718392 43.30073 24.055961 25.954662;
116, 285.780753 84.086071 41. 332. 46.219247 43.086071 23.936706 25.677359;
117, 286.151941 83.949242 41. 332. 45.848059 42.949242 23.86069 25.471144;
118, 285.862658 84.03891 40. 333. 47.137342 44.03891 24.466061 26.187412;
119, 285.903111 84.152745 40. 334. 48.096889 44.152745 24.529303 26.720494;
120, 286.406772 83.900812 40. 335. 48.593228 43.900812 24.38934 26.996238;
121, 286.727964 83.647079 40. 336. 49.272036 43.647079 24.248377 27.373353;
122, 287.495758 83.290163 40. 337. 49.504242 43.290163 24.050091 27.502357;
123, 287.510903 83.148024 40. 338. 50.489097 43.148024 23.971124 28.049498;
124, 288.066492 82.889405 40. 339. 50.933508 42.889405 23.827447 28.296393;
125, 287.510903 83.120268 40. 340. 52.489097 43.120268 23.955704 29.160609;
126, 287.336762 83.120268 40. 341. 53.663238 43.120268 23.955704 29.81291;
127, 287.887554 82.889405 40. 342. 54.112446 42.889405 23.827447 30.06247;
128, 288.434949 82.643895 40. 343. 54.565051 42.643895 23.691053 30.313917;
129, 288.893305 82.528441 39. 344. 55.106695 43.528441 24.182467 30.61483;
130, 288.987624 82.543548 39. 345. 56.012376 43.543548 24.19086 31.117987;
131, 289.179008 82.543548 39. 346. 56.820992 43.543548 24.19086 31.567218;
132, 289.573126 82.543548 39. 348. 58.426874 43.543548 24.19086 32.459375;
133, 289.855214 82.413047 39. 348. 58.144786 43.413047 24.11836 32.302659;
134, 290.520959 82.182447 39. 350. 59.479041 43.182447 23.990248 33.043912;
135, 290.520959 82.182447 39. 351. 60.479041 43.182447 23.990248 33.599467;
136, 290.626563 82.150676 39. 352. 61.373437 43.150676 23.972598 34.096354;
137, 291.015816 82.035015 39. 353. 61.984184 43.035015 23.908342 34.435658;
138, 291.630887 81.919419 39. 354. 62.369113 42.919419 23.844121 34.649507;
139, 292.313473 81.671529 39. 355. 62.686527 42.671529 23.706405 34.825848;
140, 293.523209 81.307219 38. 356. 62.476791 43.307219 24.059566 34.709328;
141, 293.523209 81.307219 38. 357. 63.476791 43.307219 24.059566 35.264884;
142, 293.772349 81.307219 38. 358. 64.227651 43.307219 24.059566 35.682028;
143, 293.702646 81.555906 38. 359. 65.297354 43.555906 24.197726 36.276308;
144, 295.407718 81.112148 38. 0. 64.592282 43.112148 23.951194 35.884601;
145, 297.880284 80.442312 38. 2. 64.119716 42.442312 23.579062 35.622064;
146, 300.113733 79.91183 38. 3. 62.886267 41.91183 23.28435 34.936815;
147, 301.304123 79.613024 38. 3. 61.695877 41.613024 23.118347 34.275487;
148, 301.304123 79.613024 38. 5. 63.695877 41.613024 23.118347 35.386598;
149, 301.827447 79.674742 38. 6. 64.172553 41.674742 23.152634 35.651419;
150, 302.922331 79.776008 38. 7. 64.077669 41.776008 23.208894 35.598705;
151, 304.273706 79.574191 38. 8. 63.726294 41.574191 23.096773 35.403497;
152, 305.251406 79.37344 37. 9. 63.748594 42.37344 23.5408 35.415886;
153, 307.874984 78.932192 37. 10. 62.125016 41.932192 23.295662 34.513898;
154, 311.358815 78.405016 37. 11. 59.882899 41.405016 23.002787 33.268277;
155, 316.57655 77.447073 37. 12. 55.42345 40.447073 22.470596 30.790806;
156, 328.116436 76.016637 37. 13. 44.883564 39.016637 21.675909 24.935313;
157, 341.075356 74.791961 37. 14. 32.924644 37.791961 20.995534 18.291469;
158, 181.397181 72.55852 37. 15. 166.397181 35.55852 19.754733 92.442878;
159, 14.036243 70.651528 37. 17. 2.963757 33.651528 18.695294 1.646531;
160, 19.778885 68.786511 37. 18. 1.778885 31.786511 17.659173 0.988269;
161, 23.793118 67.107374 37. 19. 4.793118 30.107374 16.726319 2.662844;
162, 26.06684 66.088549 37. 20. 6.06684 29.088549 16.160305 3.370466;
163, 29.538782 65.224859 37. 21. 8.538782 28.224859 15.680477 4.743768;
164, 32.171217 64.45957 37. 21. 11.171217 27.45957 15.255316 6.206232;
165, 33.741088 63.434949 37. 21. 12.741088 26.434949 14.686083 7.078382;
166, 35.597631 62.291823 37. 21. 14.597631 25.291823 14.051013 8.109795;
167, 36.253838 60.945396 37. 22. 14.253838 23.945396 13.302998 7.918799;
168, 36.745814 59.918159 37. 22. 14.745814 22.918159 12.732311 8.192119;
169, 37.504142 59.352424 38. 22. 15.504142 21.352424 11.862458 8.613412;
170, 37.657519 58.373511 38. 22. 15.657519 20.373511 11.318617 8.698622;
171, 37.764635 57.161061 38. 23. 14.764635 19.161061 10.645034 8.202575;
172, 37.560495 55.467021 38. 23. 14.560495 17.467021 9.703901 8.089164;
173, 37.279695 54.111357 38. 23. 14.279695 16.111357 8.950754 7.933164;
174, 37.382543 52.437118 39. 23. 14.382543 13.437118 7.465065 7.990302;
175, 37.405357 50.658304 39. 24. 13.405357 11.658304 6.476836 7.44742;
176, 37.657806 49.448833 39. 24. 13.657806 10.448833 5.804907 7.58767;
